"obs","InvEventFK","InvCount","InvName","sitetaxa","newtaxa","sing_doub","uniq_dup"
"1544",2036,"CBay13_1530",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1545",217,"CBay13_0115",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1546",229,"CBay13_0051",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1547",2915,"CBay13_0179",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1548",295,"CBay13_0085",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1549",3013,"CBay13_0171",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1550",3160,"CBay13_0032",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1551",3230,"CBay13_0008",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1552",332,"CBay13_0033",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1553",3619,"CBay13_1600",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1554",394,"CBay13_0070",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1555",4027,"CBay13_0091",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1556",4174,"CBay13_0269",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1557",4204,"CBay13_0117",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1558",4255,"CBay13_0404",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1559",4320,"CBay13_0018",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1560",4446,"CBay13_0200",3,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1561",5322,"CBay13_0356",5,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1562",557,"CBay13_0093",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1563",5600,"CBay13_0155",6,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1564",5604,"CBay13_0139",6,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1565",582,"CBay13_0017",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1566",6012,"CBay13_0075",8,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1567",6441,"CBay13_0318",11,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1568",648,"CBay13_0328",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1569",664,"CBay13_0356",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1570",7986,"CBay13_0349",2,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1571",850,"CBay13_0037",1,"Crassiclitellata","Crassiclitellata","Crassiclitellata",0,0
"1574",4171,"CBay13_0269",3,"Cricotopus annulator complex","Cricotopus annulator complex","Cricotopus annulator complex",0,1
"1579",3985,"CBay13_0008",2,"Cricotopus lebetis","Cricotopus lebetis","Cricotopus lebetis",2,1
"1584",570,"CBay13_0349",1,"Cricotopus sylvestris group","Cricotopus sylvestris group","Cricotopus sylvestris group",1,1
"1585",2820,"CBay13_1622",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1586",284,"CBay13_0058",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1587",2852,"CBay13_0185",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1588",2857,"CBay13_0057",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1589",2912,"CBay13_0179",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1590",2950,"CBay13_0182",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1591",3028,"CBay13_0019",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1592",3042,"CBay13_0349",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1593",3062,"CBay13_0193",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1594",3093,"CBay13_0013",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1595",3135,"CBay13_0385",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1596",3164,"CBay13_0002",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1597",3192,"CBay13_0277",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1598",3198,"CBay13_0164",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1599",3238,"CBay13_0180",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1600",3245,"CBay13_0308",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1601",3258,"CBay13_0161",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1602",3317,"CBay13_0102",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1603",3337,"CBay13_0018",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1604",3386,"CBay13_0204",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1605",3389,"CBay13_0204",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1606",3411,"CBay13_0016",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1607",3455,"CBay13_0238",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1608",3485,"CBay13_1518",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1609",3519,"CBay13_0344",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1610",3521,"CBay13_0344",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1611",3559,"CBay13_0076",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1612",3573,"CBay13_0031",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1613",3596,"CBay13_0224",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1614",366,"CBay13_0138",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1615",3684,"CBay13_0351",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1616",1072,"CBay13_0417",1,"Chironomidae","Cryptochironomus","Cryptochironomus",0,0
"1617",2875,"CBay13_0027",2,"Chironomidae","Cryptochironomus","Cryptochironomus",0,0
"1618",131,"CBay13_0027",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1619",1403,"CBay13_0064",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1620",215,"CBay13_0115",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1621",3241,"CBay13_0244",2,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1622",326,"CBay13_0033",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1623",359,"CBay13_0090",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1624",6322,"CBay13_0420",10,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1625",6332,"CBay13_0102",10,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1626",6596,"CBay13_0007",13,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1627",6674,"CBay13_0161",14,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1628",6772,"CBay13_1557",15,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1629",6828,"CBay13_1622",16,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1630",6910,"CBay13_1518",18,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1631",6926,"CBay13_1617",18,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1632",6953,"CBay13_0100",19,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1633",7060,"CBay13_0309",22,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1634",7128,"CBay13_0244",24,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1635",7254,"CBay13_0353",30,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1636",7495,"CBay13_0417",45,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1637",7692,"CBay13_0025",71,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1638",7760,"CBay13_0090",86,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1639",795,"CBay13_0309",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1640",891,"CBay13_0325",1,"Chironomini","Cryptochironomus","Cryptochironomus",0,0
"1641",1016,"CBay13_0072",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1642",1061,"CBay13_0052",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1643",1173,"CBay13_0038",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1644",1196,"CBay13_0166",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1645",1311,"CBay13_0162",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1646",1349,"CBay13_0024",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1647",1353,"CBay13_0024",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1648",1465,"CBay13_0235",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1649",1471,"CBay13_0167",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1650",1478,"CBay13_0231",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1651",1484,"CBay13_0174",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1652",1502,"CBay13_0238",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1653",1513,"CBay13_0126",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1654",1522,"CBay13_0094",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1655",1618,"CBay13_0342",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1656",1623,"CBay13_0168",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1657",1627,"CBay13_0168",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1658",1647,"CBay13_0200",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1659",1754,"CBay13_0156",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1660",1757,"CBay13_0156",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1661",1776,"CBay13_0031",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1662",1833,"CBay13_0240",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1663",1965,"CBay13_1652",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1664",2217,"CBay13_1557",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1665",2285,"CBay13_1545",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1666",2301,"CBay13_1609",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1667",2325,"CBay13_0158",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1668",2350,"CBay13_1532",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1669",2364,"CBay13_1512",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1670",2380,"CBay13_1640",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1671",2396,"CBay13_1628",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1672",2419,"CBay13_1625",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1673",2455,"CBay13_1505",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1674",2470,"CBay13_1644",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1675",2476,"CBay13_1644",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1676",250,"CBay13_0035",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1677",2531,"CBay13_1626",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1678",2544,"CBay13_1631",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1679",2551,"CBay13_1562",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1680",2578,"CBay13_1514",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1681",2581,"CBay13_1514",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1682",263,"CBay13_0147",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1683",2734,"CBay13_1565",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1684",2755,"CBay13_0149",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1685",2766,"CBay13_0293",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1686",2785,"CBay13_0054",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1687",3775,"CBay13_1570",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1688",3785,"CBay13_1589",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1689",3796,"CBay13_1617",2,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1690",384,"CBay13_0114",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1691",4002,"CBay13_0141",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1692",4012,"CBay13_0153",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1693",4024,"CBay13_0205",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1694",4037,"CBay13_0045",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1695",4050,"CBay13_0051",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1696",4108,"CBay13_0073",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1697",4130,"CBay13_0009",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1698",4156,"CBay13_0264",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1699",4185,"CBay13_0257",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1700",4228,"CBay13_0069",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1701",4243,"CBay13_0285",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1702",4257,"CBay13_0212",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1703",4279,"CBay13_0417",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1704",4325,"CBay13_0145",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1705",4428,"CBay13_0158",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1706",4467,"CBay13_0280",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1707",4502,"CBay13_0240",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1708",4549,"CBay13_1629",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1709",4594,"CBay13_1557",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1710",4644,"CBay13_1640",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1711",4703,"CBay13_1550",3,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1712",4759,"CBay13_0066",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1713",4776,"CBay13_0109",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1714",4842,"CBay13_0171",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1715",4869,"CBay13_0013",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1716",4885,"CBay13_0129",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1717",4896,"CBay13_0053",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1718",4940,"CBay13_0353",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1719",4950,"CBay13_0213",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1720",5016,"CBay13_0174",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1721",5041,"CBay13_0158",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1722",5111,"CBay13_1656",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1723",5136,"CBay13_1554",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1724",5139,"CBay13_1538",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1725",5159,"CBay13_1509",4,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1726",5247,"CBay13_0091",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1727",5300,"CBay13_0014",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1728",5357,"CBay13_0420",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1729",5385,"CBay13_0293",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1730",5470,"CBay13_0288",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1731",5521,"CBay13_1545",5,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1732",5567,"CBay13_0077",6,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1733",5794,"CBay13_0023",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1734",5802,"CBay13_0115",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1735",5816,"CBay13_0042",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1736",5818,"CBay13_0155",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1737",5836,"CBay13_0065",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1738",5852,"CBay13_0325",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1739",5952,"CBay13_1522",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1740",5975,"CBay13_0045",7,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1741",5980,"CBay13_0029",8,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1742",6033,"CBay13_0117",8,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1743",6109,"CBay13_1609",8,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1744",6141,"CBay13_0121",9,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1745",6154,"CBay13_0085",9,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1746",6202,"CBay13_0007",9,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1747",6357,"CBay13_1585",10,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1748",6401,"CBay13_0135",11,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1749",6404,"CBay13_0033",11,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1750",6409,"CBay13_0107",11,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1751",6435,"CBay13_0209",11,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1752",6436,"CBay13_0101",11,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1753",6483,"CBay13_0157",12,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1754",6568,"CBay13_0061",13,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1755",6730,"CBay13_0149",15,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1756",6794,"CBay13_0309",16,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1757",688,"CBay13_0269",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1758",6935,"CBay13_0025",19,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1759",6976,"CBay13_0027",20,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1760",7052,"CBay13_0341",22,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1761",7055,"CBay13_0090",22,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1762",7101,"CBay13_0064",23,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1763",7129,"CBay13_0097",24,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1764",7224,"CBay13_0100",28,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1765",7307,"CBay13_0244",32,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1766",822,"CBay13_0032",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1767",834,"CBay13_0002",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1768",837,"CBay13_0034",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1769",857,"CBay13_0050",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1770",867,"CBay13_0005",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1771",877,"CBay13_0177",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1772",922,"CBay13_0197",1,"Cryptochironomus","Cryptochironomus","Cryptochironomus",0,0
"1773",2990,"CBay13_0073",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1774",6684,"CBay13_0318",14,"Chironomini","Cryptotendipes","Cryptotendipes",0,0
"1775",1004,"CBay13_0008",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1776",1183,"CBay13_0007",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1777",1298,"CBay13_0004",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1778",1448,"CBay13_0111",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1779",1548,"CBay13_1605",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1780",1689,"CBay13_0172",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1781",2100,"CBay13_0144",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1782",2114,"CBay13_0123",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1783",2692,"CBay13_1607",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1784",2907,"CBay13_0039",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1785",2923,"CBay13_0051",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1786",2965,"CBay13_0006",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1787",3112,"CBay13_0175",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1788",3366,"CBay13_0318",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1789",3433,"CBay13_0111",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1790",3726,"CBay13_0059",2,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1791",381,"CBay13_0114",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1792",4414,"CBay13_1634",3,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1793",5419,"CBay13_0047",5,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1794",5589,"CBay13_0087",6,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1795",628,"CBay13_0264",1,"Cryptotendipes","Cryptotendipes","Cryptotendipes",0,0
"1796",467,"CBay13_0171",1,"Culicoides","Culicoides","Culicoides",1,1
"1797",2347,"CBay13_1532",1,"Cyphon","Cyphon","Cyphon",1,1
"1798",3405,"CBay13_0064",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1799",3762,"CBay13_1538",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1800",2044,"CBay13_1594",1,"Chironomini","Demicryptochironomus","Demicryptochironomus",0,0
"1801",1046,"CBay13_0308",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1802",1077,"CBay13_0417",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1803",1095,"CBay13_0100",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1804",1118,"CBay13_0353",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1805",1194,"CBay13_0166",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1806",1260,"CBay13_0145",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1807",1321,"CBay13_0055",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1808",1488,"CBay13_0174",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1809",1529,"CBay13_1634",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1810",1577,"CBay13_0158",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1811",1607,"CBay13_0086",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1812",1696,"CBay13_0296",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1813",2041,"CBay13_1594",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1814",2268,"CBay13_1509",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1815",2305,"CBay13_1609",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1816",2343,"CBay13_1560",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1817",2582,"CBay13_1514",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1818",2630,"CBay13_1550",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1819",2642,"CBay13_1578",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1820",2742,"CBay13_1501",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1821",2905,"CBay13_0039",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1822",2913,"CBay13_0179",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1823",3029,"CBay13_0019",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1824",313,"CBay13_0149",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1825",3297,"CBay13_0265",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1826",34,"CBay13_0118",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1827",3454,"CBay13_0238",2,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1828",4030,"CBay13_0109",3,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1829",4095,"CBay13_0090",3,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1830",4104,"CBay13_0070",3,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1831",470,"CBay13_0171",1,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
"1832",4920,"CBay13_0212",4,"Demicryptochironomus","Demicryptochironomus","Demicryptochironomus",0,0
